duke_dna,abmi_id,year,site,site_year,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,its_otu,peltigera_final_id,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,rbclx_otu,nostoc_final_id,notes,batch_48,,,,
P9409,788750,2016,621,621_2016,10993,SW,Tree/Other,Peltigera canina,Peltigera_malacea_5,"0.043858, 0.043837, 0.043622, 0.043500, 0.043444, 0.043317, 0.043082, 0.041735, 0.041721, 0.017665, 0.014604",P252_peltigera_chionophila,86.592,34,OTU518,,P2001_P_canina_Canada,100,96,otu20,,ITS sequence is a contaminant from another fungus,26,,,,
P9095,724468,2016,625,625_2016,248,NE,Log/Stump,Peltigera cf. elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,JL31_extenuata_vnf,98.837,99,otu72,XXX,0,,,,,
P9733,1341764,2016,625,625_2016,250,NE,Log/Stump,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,32,,,,
P8434,726785,2016,625,625_2016,9774,NE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,OTU64,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.898,96,otu253,VIIa,0,,,,,
P8630,1341752,2016,625,625_2016,926A,NE,Upland,Peltigera macilenta TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,P1486_P_ponojensis_USA,99.393,96,otu185,XXX,0,,,,,
P9045,726668,2016,625,625_2016,926,NE,Upland,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P9110,726626,2016,625,625_2016,913,NE,Upland,Peltigera fuscopraetextata TGO,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1486_P_ponojensis_USA,99.393,96,otu52,XXX,0,,,,,
P9732,726641,2016,625,625_2016,917,NE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,OTU64,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,,,32,,,,
P8629,723736,2016,625,625_2016,93,NE,Wetland,Peltigera macilenta TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P9734,723778,2016,625,625_2016,104,NE,Wetland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,89.898,96,otu253,,,32,,,,
P9155,735464,2016,625,625_2016,588A,NW,Log/Stump,Peltigera ponojensis,Peltigera_praetextata,"0.164698, 0.137461, 0.073146, 0.068120, 0.065370, 0.057324, 0.057107, 0.056543, 0.034969, 0.034941, 0.034680",P0420_peltigera_praetextata,99.814,100,OTU104,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,V,0,,,,,
P9205,735474,2016,625,625_2016,3474,NW,Log/Stump,Peltigera islandica,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9929,725581,2016,625,625_2016,588,NW,Log/Stump,Peltigera elisabethae,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P9736,1341768,2016,625,625_2016,587,NW,Log/Stump,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_6,"0.394697, 0.338166, 0.204484, 0.026356",P6063_peltigera_leucophlebia,99.819,100,OTU145,Peltigera_leucophlebia_6,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,32,,,,
P8409,1341749,2016,625,625_2016,"935, lobe marked A",NW,Upland,Peltigera macilenta TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P8410,726806,2016,625,625_2016,"935, lobe marked B",NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,P12633_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,96.993,99,otu90,aff_XXIX,potential new nostoc,,,,,
P9735,724808,2016,625,625_2016,323,SW,Log/Stump,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu377,,,32,,,,
P11771,1563186,2018,1320,1320_2018,4945,NE,Rock,Collema,0,0,0,0,0,0,,0,0,0,0,,,75,,,,
P9469,766935,2016,626,626_2016,10056,NW,Tree/Other,Lobaria pulmonaria,0,0,0,0,0,0,,0,0,0,0,,,27,,,,
P8594,767078,2016,626,626_2016,10061,SE,Log/Stump,Peltigera conspersa TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,JL31_extenuata_vnf,99.3,99,otu91,XXXIIIa,0,,,,,
P8426,767573,2016,626,626_2016,10086,SE,Upland,Peltigera macilenta TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P8420,767680,2016,626,626_2016,10091,SE,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.394612, 0.338128, 0.204477, 0.026422",P6063_peltigera_leucophlebia,99.819,100,OTU65,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P8421,767674,2016,626,626_2016,10091,SE,Wetland,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,0,0,0,0,,0,,,,,
P9164,1342337,2016,626,626_2016,10091A,SE,Wetland,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,P12594_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,98.833,99,otu273,XVb,not a typicical nostoc of latiloba,,,,,
P8963,767782,2016,626,626_2016,10095,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,JL31_extenuata_vnf,98.492,100,otu114,,0,,,,,
P8964,1342340,2016,626,626_2016,10095,SW,Log/Stump,Peltigera conspersa TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P8628,767438,2016,626,626_2016,10083,SW,Upland,Peltigera cf. macilenta TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,P12633_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,96.993,99,otu90,aff_XXIX,potential new nostoc,,,,,
P9231,791623,2016,627,627_2016,11165,NE,Log/Stump,Peltigera praetextata,Peltigera_praetextata,"0.164698, 0.137461, 0.073146, 0.068120, 0.065370, 0.057324, 0.057107, 0.056543, 0.034969, 0.034941, 0.034680",P0420_peltigera_praetextata,99.814,100,OTU104,Peltigera_praetextata,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu242,_XXXIXd,0,,,,,
P8631,794555,2016,627,627_2016,11314,SE,Log/Stump,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,OTU67,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P9064,1342367,2016,627,627_2016,11302B,SW,Log/Stump,Peltigera latiloba,Peltigera_leucophlebia_s_str,"0.883741, 0.018027, 0.017908, 0.017723, 0.017705",P294_peltigera_latiloba,99.819,100,OTU246,Peltigera_leucophlebia_2,JL31_extenuata_vnf,99.533,99,otu92,XXXIIIa,0,,,,,
P9052,791585,2016,627,627_2016,11157A,SW,Tree/Other,Peltigera extenuata s.l.,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.284269, 0.282755, 0.278208, 0.090151, 0.026916",P2102_peltigera_castanea,97.869,100,OTU482,Peltigera_aff_castanea,JL31_extenuata_vnf,98.49,99,otu241,,,,,,,
P6329,797177,2016,640,640_2016,11448,NW,Upland,Peltigera lepidophora 2,Peltigera_lepidophora_2,0.995694,P2101_peltigera_lepidophora_2,100,100,OTU326,Peltigera_lepidophora_2,JL31_extenuata_vnf,99.65,100,otu197,XXXIIIb,0,,,,,
P11879,760636,2016,497,497_2016,12387A,NW,Upland,Peltigera canina,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P11772,1563333,2018,1320,1320_2018,4955,NE,Upland,Solorina spongiosa,0,0,0,0,0,0,,0,0,0,0,,,75,,,,
P11609,798747,2016,649,649_2016,11544,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.908738, 0.014232, 0.014216, 0.013932",P6083_peltigera_leucophlebia,99.819,100,OTU303,Peltigera_leucophlebia_2,0,0,0,0,,,72,,,,
P8201,798930,2016,649,649_2016,12169,NW,Wetland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1839_P_retifoveata_USA,99.413,96,otu344,XXXIIIa,0,,,,,
P8205,798907,2016,649,649_2016,12164,SE,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P2044_P_aubertii_Chile,98.794,88,otu49,XXVII,0,,,,,
P9047,797927,2016,652,652_2016,11488,NE,Wetland,Peltigera cf. didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,OTU181,Peltigera_didactyla_1,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P9162,796391,2016,652,652_2016,11415,NW,Wetland,Peltigera cf. latiloba,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,P1486_P_ponojensis_USA,99.393,96,otu185,XXX,0,,,,,
P8621,791134,2016,652,652_2016,11140,SE,Tree/Other,Peltigera cf. latiloba,Peltigera_leucophlebia_s_str,"0.916736, 0.013005, 0.012990, 0.012732",P1343_peltigera_latiloba,100,100,OTU115,Peltigera_latiloba,P1812_P_didactyla_Belgium?,99.393,96,otu415,aff_XXXIIIa,potential new nostoc,,,,,
P8962,1342462,2016,652,652_2016,11140A,SE,Tree/Other,Peltigera conspersa TGO,Peltigera_leucophlebia_6,"0.394697, 0.338166, 0.204484, 0.026356",P6063_peltigera_leucophlebia,99.819,100,OTU145,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P9039,796347,2016,652,652_2016,11411,SE,Wetland,Peltigera cf. conspersa TGO,Peltigera_leucophlebia_6,"0.395825, 0.341613, 0.202155, 0.025393",P6063_peltigera_leucophlebia,99.639,100,OTU475,Peltigera_leucophlebia_6,P14211_SouthAfrica_rbcLX,97.523,99,otu21,,,,,,,
P9057,796345,2016,652,652_2016,11410,SE,Wetland,Peltigera islandica,Peltigera_sp_18,"0.091519, 0.090479, 0.088138, 0.088073, 0.087058, 0.086134, 0.079762, 0.064293, 0.062472, 0.037256, 0.036981",HOB13_peltigera_canina_1,99.074,100,OTU269,Peltigera_canina_2,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8212,1342471,2016,652,652_2016,11141A,SW,Log/Stump,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,P14211_SouthAfrica_rbcLX,97.523,99,otu21,aff_XXXIIIa,potential new nostoc,,,,,
P9038,791138,2016,652,652_2016,11142,SW,Log/Stump,Peltigera cf. conspersa TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,JL31_extenuata_vnf,98.026,99,otu187,XXXIIIa,0,,,,,
P8386,1342474,2016,652,652_2016,11406,SW,Wetland,Peltigera cf. aphthosa,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,0,0,0,0,,0,,,,,
P9040,796323,2016,652,652_2016,11405,SW,Wetland,Peltigera cf. conspersa TGO,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,OTU7,Peltigera_leucophlebia_6,JL31_extenuata_vnf,97.677,99,otu129,aff_XXVIb,DH: could these be photomorphs? Check all in ITS OTU198; potential new nostoc,,,,,
P9059,796321,2016,652,652_2016,11404,SW,Wetland,Peltigera islandica,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu377,,,,,,,
P8361,799689,2016,653,653_2016,12179,NW,Log/Stump,Peltigera sp. nov. DLH,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P8587,797496,2016,658,658_2016,11469,NW,Wetland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P8588,1342535,2016,658,658_2016,11469,NW,Wetland,Peltigera cf. conspersa TGO,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P9122,797500,2016,658,658_2016,11471,NW,Wetland,Peltigera cf. occidentalis,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,0,0,0,0,,0,,,,,
P8374,1342544,2016,658,658_2016,11474,SE,Wetland,Peltigera cf. islandica,Peltigera_sp_18,"0.092577, 0.090519, 0.088213, 0.088147, 0.087054, 0.086031, 0.079680, 0.064225, 0.062366, 0.037103, 0.036823",P2118_peltigera_canina_1,98.887,100,OTU395,Peltigera_canina_1,JL31_extenuata_vnf,99.533,99,otu5,XXXIIIa,0,,,,,
P8375,797539,2016,658,658_2016,11474,SE,Wetland,Peltigera canina,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9216,797549,2016,658,658_2016,11475,SE,Wetland,Peltigera cf. islandica,Peltigera_sp_18,"0.092577, 0.090519, 0.088213, 0.088147, 0.087054, 0.086031, 0.079680, 0.064225, 0.062366, 0.037103, 0.036823",P2118_peltigera_canina_1,98.887,100,OTU395,Peltigera_canina_1,JL31_extenuata_vnf,99.534,100,otu149,XXXIIIa,,,,,,
P9730,759127,2016,659,659_2016,9708,NE,Log/Stump,Peltigera cf. elisabethae,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,94.947,98,otu381,,,32,,,,
P9731,759047,2016,659,659_2016,12391,NE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.928712, 0.008022, 0.007062, 0.007055",P734_peltigera_aphthosa,99.82,100,OTU565,Peltigera_aphthosa_5,0,0,0,0,,,32,,,,
P8323,758903,2016,659,659_2016,9699,NW,Wetland,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.901325, 0.015353, 0.015337, 0.015056, 0.015040",P6068_peltigera_leucophlebia,99.819,100,OTU386,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P9728,758897,2016,659,659_2016,12185,NW,Wetland,Peltigera malacea,Peltigera_malacea_2,0.991339,P783_peltigera_malacea,99.817,100,OTU337,Peltigera_malacea_2,P12570_Sticta_sp_Chile_Mocho_2_C2_P1,97.175,87,otu31,,,32,,,,
P9729,758901,2016,659,659_2016,9698,NW,Wetland,Peltigera rufescens,0,0,0,0,0,0,,0,0,0,0,,,32,,,,
P8220,758887,2016,659,659_2016,12001,SE,Upland,Peltigera cinnamomea,0,0,0,0,0,0,,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,,,,,
P9725,759051,2016,659,659_2016,9705,SE,Upland,Peltigera,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,0,0,0,0,,,32,,,,
P9724,758877,2016,659,659_2016,9696,SE,Upland,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,OTU162,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,otu376,,,32,,,,
P9723,758875,2016,659,659_2016,12183,SE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,OTU153,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.292,96,otu420,,,32,,,,
P9727,759143,2016,659,659_2016,12182,SW,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,32,,,,
P9102,758945,2016,659,659_2016,9702,SW,Upland,Peltigera cf. fuscoponojensis TGO,Peltigera_rufescens_1,"0.709420, 0.231373, 0.012541",P2083_peltigera_rufescens_1,95.085,100,OTU131,Peltigera_rufescens_1,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.3,99,otu40,XXX,0,,,,,
P9726,758943,2016,659,659_2016,12184,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.928754, 0.008018, 0.007058, 0.007051",HOB020708x66x9x7_peltigera_aphthosa,99.819,100,OTU564,Peltigera_aphthosa_5,NOS,95.535,95,otu399,,,32,,,,
P8503,761438,2016,672,672_2016,12204,NE,Upland,Peltigera aphthosa,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8505,761440,2016,672,672_2016,9851,NE,Upland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8506,761453,2016,672,672_2016,9852,NE,Upland,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8507,761451,2016,672,672_2016,12205,NE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.269359, 0.262291, 0.223079, 0.060145, 0.053750, 0.051458, 0.049497",P273_peltigera_malacea,100,100,OTU418,Peltigera_malacea_5,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,otu401,III,0,,,,,
P8504,761287,2016,672,672_2016,9845,SE,Log/Stump,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8502,761262,2016,672,672_2016,12186,SE,Upland,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P8501,761342,2016,672,672_2016,9848,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395921, 0.341131, 0.203692, 0.024440",P6063_peltigera_leucophlebia,99.819,100,OTU417,Peltigera_leucophlebia_6,P0006_P_neocanina_Iceland,100,91,otu249,XLII,0,,,,,
P8508,761322,2016,672,672_2016,12392,SW,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.829,92,otu313,IV,0,,,,,
P9702,766228,2016,697,697_2016,10031,NE,Log/Stump,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.304838, 0.297814, 0.296612, 0.030771, 0.010065, 0.009559, 0.009223",P2200_peltigera_didactyla_1,97.028,100,OTU166,Peltigera_aff_didactyla,P1839_P_retifoveata_USA,99.648,96,otu377,,,32,,,,
P9097,1357497,2016,697,697_2016,10035,NE,Upland,Peltigera cf. praetextata,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.275152, 0.265669, 0.265217, 0.032612, 0.032077, 0.031421, 0.031378, 0.020844",P2200_peltigera_didactyla_1,97.436,100,OTU336,Peltigera_aff_didactyla,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,otu160,XXXIIIb,Potential new lineage within didactyla clade,,,,,
P9098,1357499,2016,697,697_2016,10035,NE,Upland,Peltigera cf. extenuata,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.275152, 0.265669, 0.265217, 0.032612, 0.032077, 0.031421, 0.031378, 0.020844",P2200_peltigera_didactyla_1,97.436,100,OTU336,Peltigera_aff_didactyla,JL31_extenuata_vnf,100,99,otu367,XXXIIIa,Potential new lineage within didactyla clade,,,,,
P9099,766364,2016,697,697_2016,10035,NE,Upland,Peltigera cf. extenuata,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.275152, 0.265669, 0.265217, 0.032612, 0.032077, 0.031421, 0.031378, 0.020844",P2200_peltigera_didactyla_1,97.436,100,OTU336,Peltigera_aff_didactyla,JL31_extenuata_vnf,100,99,otu367,XXXIIIa,Potential new lineage within didactyla clade,,,,,
P11880,1.20E+07,2017,37,37_2017,6949A,NW,Log/Stump,Peltigera occidentalis,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P9704,1343048,2016,697,697_2016,12193,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901231, 0.015371, 0.015356, 0.015068, 0.015051",P6083_peltigera_leucophlebia,99.819,100,OTU561,Peltigera_leucophlebia_2,P1108_P_ponojensis_NorthAmerica,98.949,96,otu356,,,32,,,,
P9709,766368,2016,697,697_2016,10037,NE,Upland,Peltigera neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,90.707,93,otu10,,,32,,,,
P9200,766010,2016,697,697_2016,10026 - lobe marked A,NW,Log/Stump,Peltigera cf. neopolydactyla,Peltigera_neopolydactyla_1,"0.674546, 0.042883, 0.042512, 0.030700, 0.030700, 0.030474, 0.030047, 0.029920, 0.029778, 0.029718",P309_peltigera_neopolydactyla_1,99.681,100,OTU64,Peltigera_neopolydactyla_1,P12532_Nephroma_sp_Malaysia_Kinabalu_1_C3_P1,93.443,99,otu263,,,,,,,
P9201,1586698,2016,697,697_2016,10026 - lobe marked B,NW,Log/Stump,Peltigera cf. neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,OTU132,Peltigera_occidentalis,P12615_Leptogium_sp_Chile_Mocho_1_C1_P1,95.199,95,otu268,,0,,,,,
P9701,765922,2016,697,697_2016,10023,NW,Log/Stump,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,otu160,,,32,,,,
P9708,766008,2016,697,697_2016,10025,NW,Log/Stump,Peltigera rufescens,0,0,0,0,0,0,,0,0,0,0,,,32,,,,
P9237,765634,2016,697,697_2016,10016,NW,Upland,Peltigera rufescens,Peltigera_lepidophora_2,"0.643473, 0.152108, 0.066984, 0.045020, 0.034847, 0.011616",P2178_peltigera_papuana,93.967,96,OTU139,Peltigera_aff_papuana,P1839_P_retifoveata_USA,99.648,96,otu405,XXXIIIa,Potential new lineage within canina clade 6,,,,,
P9238,1343057,2016,697,697_2016,10016,NW,Upland,Peltigera fuscoponojensis TGO,Peltigera_lepidophora_2,"0.643473, 0.152108, 0.066984, 0.045020, 0.034847, 0.011616",P2178_peltigera_papuana,93.967,96,OTU379,Peltigera_aff_papuana,P1839_P_retifoveata_USA,99.648,96,otu405,XXXIIIa,Potential new lineage within canina clade 6,,,,,
