alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
,P9239,CANADA_AB,,,,,,,,1358541,697,2016,ABMI: Adam Sprott,Canada: Alberta,697_2016,Carlos,10016,NW,Upland,Peltigera neopolydactyla,Peltigera_occidentalis,0.999552,P299_peltigera_occidentalis,99.674,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.559921,-112.072166,,691,,,,"Boreal Natural Region (Lower Boreal Highlands Subregion). Dominant current ecosite (50m radius): Xeric aspen mixedwood forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",697,2016,,young pine aspen mix,xeric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_occidentalis,Peltigera_occidentalis,P2072_P_neorufescens2_CostaRica,89.898,96,OTU132,otu253,VIIa,,0,
,P9240,CANADA_AB,,,,,,,,245881,OG-ALPAC-724-4,2010,ABMI: Mireille Martel,Canada: Alberta,OG-ALPAC-724-4_2010,Carlos,455,NE,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329918, 0.328929, 0.328885",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.49,-113.5,,733,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. ",OG-ALPAC-724-4,2010,,aspen,mesic,,forestry,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neckeri,Peltigera_neckeri,JL31_extenuata_vnf,99.417,99,OTU481,otu378,,,,
,P9241,CANADA_AB,,,,ruf1,,,6,241370,OG-ALPAC-724-4,2010,ABMI: Mireille Martel,Canada: Alberta,OG-ALPAC-724-4_2010,Carlos,455,NE,Log/Stump,Peltigera rufescens,Peltigera_lepidophora_2,"0.758654, 0.050716, 0.050061, 0.047943, 0.045646",P2083_peltigera_rufescens_1,99.537,97,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.49,-113.5,,733,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. ",OG-ALPAC-724-4,2010,,aspen,mesic,,forestry,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_rufescens_1,Peltigera_rufescens_1,P1839_P_retifoveata_USA,99.648,96,OTU25,otu377,XXXIIIa,,0,
,P9242,CANADA_AB,,,,,,,,244381,OG-ALPAC-724-4,2010,ABMI: Mireille Martel,Canada: Alberta,OG-ALPAC-724-4_2010,Carlos,455,NE,Log/Stump,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.49,-113.5,,733,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: 100% forestry. ",OG-ALPAC-724-4,2010,,aspen,mesic,,forestry,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_didactyla_1,Peltigera_didactyla_1,0,0,0,OTU181,0,,,0,
,P9243,CANADA_AB,,,,,,,,245932,OG-ALPAC-724-6,2010,ABMI: Mireille Martel,Canada: Alberta,OG-ALPAC-724-6_2010,Carlos,3497,SW,Log/Stump,Peltigera canina,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.91,-110.07,,539,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic pine mixedwood on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: none. ",OG-ALPAC-724-6,2010,,young pine,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_praetextata,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU5,otu37,,,,
,P9244,CANADA_AB,,,,,,,,247394,OG-ALPAC-724-6,2010,ABMI: Mireille Martel,Canada: Alberta,OG-ALPAC-724-6_2010,Carlos,3497,SW,Log/Stump,Peltigera didactyla,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.91,-110.07,,539,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic pine mixedwood on moderately nutrient-rich soils, trees <10m tall. % 25x15 m plot disturbed: none. ",OG-ALPAC-724-6,2010,,young pine,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,,,
,P9245,CANADA_AB,,,,,,,,474492,817,2014,ABMI: Ashley Hillman,Canada: Alberta,817_2014,Carlos,21697,SW,Log/Stump,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.082214,-114.16217,,599,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Rich fen, <10% tree cover, with shrubs <2m tall. % 25x15 m plot disturbed: none. ",817,2014,,burned treed fen,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_didactyla_1,Peltigera_didactyla_1,P1839_P_retifoveata_USA,99.648,96,OTU181,otu377,XXXIIIa,,0,
,P9246,CANADA_AB,,,,,,,,655152,817,2014,ABMI: Ashley Hillman,Canada: Alberta,817_2014,Carlos,21697,SW,Log/Stump,Peltigera cf. castanea,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.304838, 0.297814, 0.296612, 0.030771, 0.010065, 0.009559, 0.009223",P2140_peltigera_didactyla_1,97.193,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.082214,-114.16217,,599,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Rich fen, <10% tree cover, with shrubs <2m tall. % 25x15 m plot disturbed: none. ",817,2014,,burned treed fen,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_aff_didactyla,Peltigera_aff_didactyla,JL31_extenuata_vnf,99.767,99,OTU250,otu138,XXXIIIa,,check aln; potential new lineage,
,P9247,CANADA_AB,,,,,,,,1358543,817,2014,ABMI: Ashley Hillman,Canada: Alberta,817_2014,Carlos,21697,SW,Log/Stump,Peltigera cf. rufescens,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.300832, 0.294496, 0.292306, 0.036831, 0.010045, 0.009615, 0.009285",P2140_peltigera_didactyla_1,96.503,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.082214,-114.16217,,599,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Rich fen, <10% tree cover, with shrubs <2m tall. % 25x15 m plot disturbed: none. ",817,2014,,burned treed fen,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_aff_didactyla,Peltigera_aff_didactyla,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.184,100,OTU496,otu403,,,,
,P9248,CANADA_AB,,,,,,,,511347,684,2013,ABMI: Gordon Schnurr,Canada: Alberta,684_2013,Carlos,36877,SE,Tree/Other,Peltigera cf. fuscoponojensis TGO,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.997955,-116.186646,,679,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",684,2013,,aspen,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, shrubs",,,,Peltigera_praetextata,Peltigera_praetextata,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,OTU5,otu19,,,,
,P9249,CANADA_AB,,,,,,,,139098,684,2013,ABMI: Gordon Schnurr,Canada: Alberta,684_2013,Carlos,36877,SE,Tree/Other,Peltigera praetextata,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.997955,-116.186646,,679,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",684,2013,,aspen,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, shrubs",,,,,,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,0,otu242,,,,
,P9250,CANADA_AB,,,,,,,,650856,819,2014,ABMI: Ashley Hillman,Canada: Alberta,819_2014,Carlos,14448,SE,Log/Stump,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.018139,-113.568703,,644,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",819,2014,,mature aspen mix and clearing,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.88,93,OTU162,otu140,V,,0,
,P9251,CANADA_AB,,,,,,,,448043,819,2014,ABMI: Ashley Hillman,Canada: Alberta,819_2014,Carlos,14448,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.018139,-113.568703,,644,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",819,2014,,mature aspen mix and clearing,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU67,otu243,XXX,,0,
,P9252,CANADA_AB,,,,,,,,1221207,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4863,NW,Tree/Other,Peltigera aphthosa,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,0,0,0,OTU121,0,,22,0,
,P9253,CANADA_AB,,,,,,,,1220288,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4808,NE,Upland,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_extenuata_1,Peltigera_extenuata_1,JL23_aphthosa_no_vnf,100,99,OTU135,otu376,XXXIIIa,22,0,
,P9254,CANADA_AB,,,,,,,,1220284,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4806,SW,Upland,Peltigera membranacea,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_islandica,Peltigera_islandica,P1839_P_retifoveata_USA,99.413,96,OTU4,otu195,XXXIIIa,22,0,
,P9255,CANADA_AB,,,,,,,,1220459,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4818,SW,Log/Stump,Peltigera leucophlebia,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,0,0,0,0,0,,22,,
,P9256,CANADA_AB,,,,,,,,1221205,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4862,NW,Tree/Other,Peltigera canina,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_canina_2,Peltigera_canina_2,JL23_aphthosa_no_vnf,100,99,OTU59,otu376,XXXIIIa,22,0,
,P9257,CANADA_AB,,,,,,,,1220290,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4809,NE,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329777, 0.328812, 0.328767",P1534_peltigera_sp14,85.261,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_neckeri,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,97.677,99,OTU497,otu4,aff_XXX,23,check aln,
,P9258,CANADA_AB,,,,,,,,1221431,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4882,SE,Tree/Other,Peltigera conspersa TGO,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,23,,
,P9259,CANADA_AB,,,,,,,,1221147,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4860,SW,Tree/Other,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_islandica,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,OTU4,otu377,XXXIIIa,23,0,
,P9260,CANADA_AB,,,,,,,,1220280,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4804,SW,Upland,Peltigera leucophlebia,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,0,0,0,0,0,,23,,
,P9261,CANADA_AB,,,,,,,,1220276,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4802,SE,Upland,Peltigera aphthosa,Peltigera_leucophlebia_s_str,"0.900712, 0.015455, 0.015438, 0.015140, 0.015122",P6060_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,JL31_extenuata_vnf,100,99,OTU50,otu367,XXXIIIa,23,0,
,P9262,CANADA_AB,,,,,,,,1220282,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4805,SW,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_neckeri,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU3,otu243,XXX,23,0,
,P9263,CANADA_AB,,,,,,,,1220270,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4799,SE,Upland,Peltigera malacea,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,,,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.829,92,0,otu313,,23,,
,P9264,CANADA_AB,,,,,,,,1220268,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4798,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_1,Peltigera_leucophlebia_1,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,98.258,99,OTU66,otu78,XXX,23,0,
,P9265,CANADA_AB,,,,,,,,1220272,36,2017,ABMI: Albin Bjarhall,Canada: Alberta,36_2017,Carlos,4800,SE,Upland,Peltigera retifoveata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,59.510143,-111.286217,,244,,,,"Canadian Shield Natural Region (Kazan Uplands Subregion). Dominant current ecosite (50m radius): Mesic aspen mixedwood on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",36,2017,,young aspen mix,mesic,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_retifoveata,Peltigera_retifoveata,JL23_aphthosa_no_vnf,100,99,OTU222,otu376,XXXIIIa,23,0,
,P9266,CANADA_AB,,,,,,,,796241,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11396,SW,Tree/Other,Peltigera conspersa TGO,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU67,otu243,XXX,23,0,
,P9267,CANADA_AB,,,,,,,,794101,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11290,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P0006_P_neocanina_Iceland,100,91,OTU121,otu249,XLII,23,0,
,P9268,CANADA_AB,,,,,,,,794103,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11291,SE,Log/Stump,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.522,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_neopolydactyla_1,Peltigera_appalachiensis,P2072_P_neorufescens2_CostaRica,90.092,96,OTU304,otu79,VIIa,23,0,
,P9270,CANADA_AB,,,,,,,,796229,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11393,SW,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_neckeri,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,OTU3,otu243,,23,,
,P9271,CANADA_AB,,,,,,,,792966,587,2016,ABMI: Kimberley House,Canada: Alberta,587_2016,Carlos,11250,NW,Upland,Peltigera leucophlebia s.l.,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.55088,-116.733871,,595,,,,"Boreal Natural Region (Dry Mixedwood Subregion). Dominant current ecosite (50m radius): Rich fen with black spruce and/or tamarack, trees <10m tall. % 25x15 m plot disturbed: none. ",587,2016,,treed fen young aspen mix,hydric,fen,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P1839_P_retifoveata_USA,99.648,96,OTU67,otu377,XXXIIIa,23,0,
